Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
320.3721497536806,-0.02493534816475764,19.80016059916634,168.9011209003875
341.5823042131294,-0.0234506339977254,19.77704668450057,168.1174483382171
364.1966714062365,-0.02328688989314748,19.74688393280403,167.2718903619306
388.3082168701056,-0.0247164966192683,19.71888770595287,166.4154059263003
414.016060900932,-0.0258001002383395,19.6830518786813,165.4625465885771
441.4258860282183,-0.02316079121252834,19.64369152968259,164.4856757267129
470.6503714657202,-0.02753895397715601,19.59863378055888,163.4708861460965
501.8096563250934,-0.03091639540825603,19.55039244179425,162.3733135661478
535.0318334964904,-0.0235478715476185,19.49180815438844,161.2435492987848
570.4534762263836,-0.02469211811770915,19.42920993927562,160.0501534076751
608.2201995573397,-0.02544483327967421,19.35912187390849,158.8020422750292
648.4872589377715,-0.02572112032532399,19.27910345720687,157.4986192814061
691.4201884624817,-0.02434527848061044,19.19158212243239,156.1272021886535
737.195481367766,-0.02386669825777396,19.093153943002,154.7179481345607
786.0013155785107,-0.02679091860781231,18.98702898487856,153.2385617593066
838.038327289946,-0.02747980779673979,18.86643216817902,151.7112629752983
893.5204357641818,-0.02250077195279788,18.73442134993166,150.1077405042737
952.6757227321768,-0.02497697014801854,18.58463475332905,148.469213540587
1015.747370016286,-0.01727841254058362,18.42237350984874,146.7998335707703
1082.994659227876,-0.02507565365265167,18.25081333431205,145.0470077962441
1154.694037649633,-0.02125307611461357,18.05689088261405,143.3157925127366
1231.140254684364,-0.02155490972092465,17.84951556664509,141.5186637975322
1312.647573542066,-0.01720696073016729,17.62363570127698,139.7030767434892
1399.551063146432,-0.01844351565351407,17.38263648055122,137.8539623408967
1492.207975571701,-0.02089034732307463,17.1230544293885,136.0302465440237
1590.999214672326,-0.02120269533122205,16.84744191150868,134.1704582039637
1696.330901942916,-0.02219697236884444,16.54643504825044,132.3185611332011
1808.636046045512,-0.02335434294137578,16.23656894789494,130.4567003704426
1928.37632286747,-0.02602003866210941,15.90822646310925,128.6776188307476
2056.043973427639,-0.02337186397683321,15.56031408683442,126.8561472780895
2192.163827432889,-0.01618510149931112,15.19382537144407,125.1098732364398
2337.295460803693,-0.02101465594918701,14.81716054514428,123.367893847738
2492.035496038124,-0.01396151270811971,14.41783175673133,121.6834962337059
2657.020054870831,-0.009410606504108314,14.00972069733224,120.048964165982
2832.927373309693,-0.01690927405450032,13.59248612152733,118.4696413101803
3020.480589800256,-0.01064902749294696,13.15107992246389,116.922512139378
3220.450717979894,-0.01735927851942845,12.70758205984903,115.4416956702171
3433.659816242381,-0.01179712934265351,12.24434511042319,114.0405202841769
3660.984367142632,-0.007330480306312055,11.78127548648894,112.6612240483564
3903.358880534084,-0.004140396587343963,11.30171521133499,111.3711345591395
4161.779735250836,-0.001368726291201935,10.81143081715246,110.0966396405897
4437.309275127323,-0.008618895351031185,10.32635618143431,108.9243473697663
4731.080176193965,0.001857583259302437,9.824859580520553,107.7785690262209
5044.30010300178,-0.008808646980844759,9.316968733302826,106.7082350318531
5378.256673217824,-0.01047053850060249,8.808622971451559,105.7018500611867
5734.322750900348,-0.008797852174534189,8.292723552058984,104.6614596357832
6113.962090213827,-0.005648636222120715,7.772591123877719,103.777758662369
6518.735352784725,-8.704381718951159e-05,7.242725694695416,102.8909365266609
6950.306523434666,-0.00356242718552604,6.710997794824997,102.0666948272518
7410.449750665573,0.005013826819491399,6.180998913473265,101.2534189625831
7901.056640017368,0.0148434235794477,5.647030816910183,100.5321104295602
8424.144030280429,0.00460016814951874,5.11374309915875,99.82371841349168
8981.862284530273,0.01338059099596616,4.575736160917263,99.12809540664686
9576.504130067899,0.003896529175205479,4.026096788054168,98.51436589746223
10210.51408360617,0.02508444930191871,3.485874464856853,97.88386884185508
10886.49850044818,0.02293243294674084,2.942385968525188,97.34253684785301
11607.2362889688,0.02017833526250363,2.398638392751354,96.78389455349418
12375.69033444569,0.02025113356011549,1.850367451476644,96.26314729085099
13195.01967920215,0.03290005671014673,1.295391895913141,95.76240077458874
14068.59250913296,0.02706506631331398,0.7530055718021256,95.29586728505041
15000,0.0318980917790461,0.2052299766251112,94.79357459421811
